GeoFips,State,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
13000,Georgia,37229145.32,39085188.11,43384083.6,48003097.4,50192120.88,57617461.89,65799178.18,70480066.77,74471192.47,81500600.46,83914067.2,88037554.85,94070030.3,99766992.63,107896132.6,116267101.7,124199607.4,133310999.3,147194163.5,162522111.3,173938883.9,187129117.6,208584123.1,228429703.3,231513133.5,231797238,238825914.6,251030688.8,269624526.5,278054560.8,288144555.5,302012239.8,307670650.2,331352376.5,353476363.7,375220313.1,398410153.6,416025257.6,438190870.8,466665604,471664860,470381522.8,483955455.6,499080247.4,512489339.7,535539751.3,553465862.2,573021186.2,609093721.4,625532436.7,653739800.8,669282305.1,682331298.3,699318225.7,743872094.1,785874529,828958639.6,838718835,816205150.9,772344781.4,793392881.4,816190565.9,824200970.3,823775665.4,851186886.8,894189554
15000,Hawaii,37103270.6,40069619.99,42518452.8,43398940.08,43051662.15,47627354.53,50253041.45,50422574.84,51136261.93,54112707.82,55639308.35,57472984.01,61168813.68,65639302.08,70189488.04,76241002.56,81742598.53,86151237.21,91267727.54,96510635.78,99400775.89,105167808,114314722.3,121566537.1,120122879,118961986.7,124951855,129693954.1,136777784.9,137489973.8,134992434.1,138430897.4,141224656.3,150159659.8,163067116.6,172672204.2,184984487.1,192059548.7,201024273.6,206750863.8,209521530.1,210770431.8,221833789,228762865.8,240386206.3,252293839,264788751.7,275648151.3,297666227.4,310419894.5,324917024.1,331782289.2,334810086.4,338470742.1,346893423.7,357445250.3,370507871.3,380562203,375588977,365590691.3,364152470.5,378325550.4,381467123.9,382306986.4,394060838.3,414274158
16000,Idaho,7778927.444,8448470.965,9145439.578,9420857.619,9440272.566,9929013.575,10263637.78,10537531.21,10635453.07,11702254.19,13010255.49,13961831.21,14796312.06,15597554.32,16752201,18106849.76,19105091.79,20090086.05,21668904.63,23550254.53,25836392.39,26857683.77,28656313.57,29864125.99,30601861.02,30556636.95,31088586.82,31582886.81,32584268.33,32812006.66,32965903.51,32309002.34,32118829.46,34314752.51,35253931.39,36242956.73,37776072.22,38855688.6,40994822.96,43705567.81,45211103.37,45883061.24,48019596.9,48341895.47,48173124.7,47864713.78,46505368.42,46948159.01,46932823.83,47307796.5,48322800.23,48643787.18,50126480.28,51330825.79,54059486.05,55960271.96,58333644.7,60195062.61,61072970.7,61139138.2,61665588.41,62357004.3,63987954.18,63525457.97,65425515.46,68373394
17000,Illinois,7773636.359,8149984.518,8797704.334,8339527.477,8419072.927,8902712.277,9677116.553,9921076.142,9840872.028,10345498.83,10416240.55,10926808.71,11574230.76,11683536.14,11913995.92,13386584.72,13191342.07,13600503.82,13942164.05,15307190.77,15987835.13,16738526.79,18524131.68,20174758.92,21361289.34,21049700.05,22304728.47,22883580.68,24493507.64,24127560.13,23922724.11,23914488.6,23490305.4,24660198.18,25283616.24,25627608.51,25739838.59,26061266.83,27097460.39,28527008.68,29303840.7,29557504.3,31555144.26,33603307.43,35055676.33,36633918.29,37850231.17,38641730.64,41308497.67,43059340.76,45175131.89,46063200.69,46664499.83,47472064.08,50317119.37,51679249.79,55158462.21,56694309.34,55492738.04,53910015.29,54716770.53,55979536.96,57396785.12,58485596.29,60112024.95,62082853
18000,Indiana,159004310,164265005.6,169437120.9,179830239.5,179780416.7,192008081.9,206566118.9,208505550.3,204722654.6,215697483.7,218952677.3,225218159,235293713.7,241386222.5,254645093.5,271811991,286486551.8,295526988.2,303856747.5,313699323.1,315451771.3,324497815.2,341104920.8,357835043.8,352481110.4,352777309.9,362029625.5,373661043.5,383341844.2,377603689,360321513.1,361907327.4,360764835.7,364740571,385020871.8,391184291.3,404058082.7,412423511,426732216.8,433483092.1,436586810.1,428046698.3,450274473.3,452334153.8,464573317.7,479669693.5,495589727.8,511480636.3,533182778.9,542606872.1,563844688.1,564168841.6,562243562.9,560048179.1,570675654.1,576811835.8,597863030.8,614765502.1,612109273.1,587118804.8,588326341.7,600269641.5,612223100.5,609560478.7,614399952.5,636280652
19000,Iowa,59664928.67,64390554.25,66436911.55,72714560.83,68245934.85,73921737.51,78426128.15,78448240.92,76289736.16,80627783.32,83359783.73,85035143.98,90106611.62,93395634.86,98148487.39,106768792.2,112049735.5,113835085.4,118612590,123976320.7,121916902.2,127020242.8,134656473.9,145439636.7,140087070.9,138568244.4,145598151.8,151333238.6,156963933.9,155366759,147205966.1,146354193.2,142595972.8,144819902.3,154149731.8,157112798.1,162669254.4,166613768.7,171177786.6,177997243.9,178239868.7,175971052.9,185123854.4,189559699.5,196443084.9,199666481.7,204951477.6,210787208.7,224074305.7,228372039.7,235795866.9,234975953.1,233990113.7,234940473.5,240042815,238285862.6,244829163.8,246989431.2,247876987.4,239686293.5,242613162.5,249644684.2,256374953.7,255983492.9,261402306.5,271425899
20000,Kansas,39706631.89,39293553.4,40917416.38,39105718.9,41959789.15,40111828.47,41937247.72,45051474.4,44776152.67,45573457.72,45938795.09,48169091.74,49727100.54,52197967.32,53978289.81,58894556.01,62389158.28,61675740.57,63767530.44,67246095.12,67952346.29,68284076.85,74100019.59,83666162.9,78144471.25,80261864.11,80536139.73,83404174.18,89397748.52,85983989.09,80513826.36,82570514.47,80068771.01,79290939,84409733.35,84399517.9,85668570.64,86518106.87,85652646.48,88943693.27,88981040.01,87363397.71,91081117.44,88800128.2,94367837.16,95609586.22,101221906,103546349.3,106895619.4,107372421.3,111113306.7,111311598.6,112492315.5,112546003.7,119141878.7,118253072.6,121243167.1,126217136.6,130644930,127738592.9,128267323,135826461.1,137997068.3,137599219.9,139790246,140500814
21000,Kentucky,27937980.57,28870484.69,32990870.26,31527539.73,33130148.15,33355145.94,34570480.52,35316536.74,37690205.5,37800839.51,38638022.89,39953075.79,41152445.49,41553549.34,43195629.55,45331389.86,47228914.52,47973610.39,50156543.16,52976748.19,54346165.49,56514099.39,61047584.13,65454059.55,63765702.73,63944556.5,65587485.87,67169882.5,69103724.09,70843813.24,68607090.39,70464304.07,71977253.79,72745914.43,76370931.1,77733436.8,79989083.21,80680999.91,81507076.9,82170672.54,82821829.57,82331126.55,86191088.45,87561664.34,89276720,90443348.13,93617624.23,97235735.45,102184242,103809640.4,106570533.2,107726966,106754881,107934805.8,109783536.6,111554127.5,116898733.7,121312197.5,126543460.3,121703984.4,121924869.4,128229737.4,130269541.3,130550796.4,130518834.1,133590648
22000,Louisiana,28949374.4,31547199.72,32922197.94,34338570.23,33651700.09,35349316.77,36821139.92,37415419.27,38074386.28,39736559.79,40308576.36,42486097.88,44637694.15,46315639.14,47693348.25,50906819.76,54108998.64,56782531.7,59509547.28,62658033.7,64247324.65,66976948.58,71754469.88,75861780.29,76957290.11,76860476.32,81180205.31,85529762.97,88545810.55,89295253.69,85632717.6,86345094.93,86670571.3,87167442.25,93261565.5,94025732.06,94947381.79,96670640.35,100957443.2,103506384.7,104241244.5,105531850.6,110436351.4,111385181.2,114153720.4,116329528.4,119922162.1,124479944.7,130062572.7,132925433.2,139069728.9,140103854.9,141067995.4,141584422.3,145898829.4,148077969.1,151772997.7,154163317,155621071.3,153820687.7,155916721.9,159222986.9,162065838.4,160995834.9,165239954.4,172550404
23000,Maine,30039229.7,31178045.74,33305709.34,35006026.08,34740022.24,37078912.95,40564196.04,43412345.81,43231162.68,44852860.88,44807455.29,46170824.4,48337262.68,50863429.93,53658217.46,57240049.44,61561800.69,65443828.32,68726382.4,69140080.53,70765359.34,73884987.54,78299853.1,82212650.81,84154919.48,86723128.16,92465921.8,96938803.12,103129266.6,105173887.7,106625086.1,111432251.9,112755549.7,113843232,116145543.2,116739232,114669949.1,111032092.9,112523524.2,114054711.6,116545114.3,117846716.2,122631786.6,124995238.7,129893131.8,132513637,134376557,138230848.5,142356202.5,142201584.3,145075014.3,150544738.9,151952984.7,152978709.3,156915459.9,162783074.1,168181801,179350525.7,184860074,180371667.1,183933747.4,185663322.3,192649315.9,192258063.5,195658133.2,202048237
24000,Maryland,10929001.39,11239337.02,12064970.26,12057054.79,12183775.18,13457011.62,14049234.96,14139548.57,14328620.8,14860444.63,15498293.4,15551145.14,16007618.04,16313206.24,17387697.1,18483834.7,19110863.59,19455689.47,19897413.69,20777078.13,21564191.51,22183129.15,23539405.73,24892523.59,24892871.48,24580839.23,26567714.56,27111971.78,27857131.48,27806413.29,27569532.67,27603179.73,28157496.79,29256864.47,31113691.52,32398787.7,34537498.75,36269906.15,38322012.5,39791474.8,39269808.93,38277427.6,38893883.22,38985235.23,39603787.86,40247514.62,41327852.15,42616259.11,44774977.44,45935236.18,47650990.55,48658682.72,49612316.76,50996367.75,52354209.59,51706676.04,52939499.89,53624733.31,53747655.61,53741279.46,53530429.01,54006684.62,54298487.3,53481829.91,54259374.23,55940671
25000,Massachusetts,39394300.53,42129552.97,45549184.7,48160744.77,48079946.96,51990271.49,55970789.02,57673734.61,57175553.5,59961595.06,61981923.31,65320704.08,69886189.06,73903225.11,79563877.38,85382206.5,91598314.04,96738183.41,102567792.3,111534026.1,117349468.5,123916408.6,131662104.3,136506711.5,134267539.2,133365884.2,137099147.1,139561499.8,144196537,142362233.7,139618134.3,140676736.5,143671865.4,149397895.2,158798479.2,166611221.3,176643430.7,183832046,193874284.1,199724720.4,200784981.9,199691634.2,203676732.6,205794470.1,209862248.6,212892104.9,216435304.8,223418947.8,236800325.7,245960227.6,258373199.3,264842457.2,270387570.7,276142676.6,288358113.1,293880026.4,303702514.8,308315392.6,308575562.4,308560009.8,312577003.5,318966263.9,322835010.2,317492084.8,324162351.8,337174077
26000,Michigan,77806082,78906879.2,80899572.62,85149182.81,85478674.36,91504631.4,95693592.13,97873791.55,97328431.24,103141751.2,105644138.1,109921033.2,115008308.3,118023482.7,124375259.5,130536360.3,136709489,144052985.9,151018003.7,155976283,159395801.8,163187176,170800046.7,174340747.7,169649629.2,167345443.1,169966615.2,173731415.5,178428626,178219683.5,176771322.8,178511056.2,184343231,194131253.5,209915276.3,219408718.5,232282085.9,242807655,256433592.9,257986880.3,252068879.7,245785135.9,250936464.4,253364259.3,259325564.6,266794986.9,275609310.4,286417140.5,299812266.5,312615659.2,336544151.8,340550115.5,336000324.1,337078653.7,343341355.7,346562099.6,361286075.9,368363344.7,368474603,362158318.1,368461790.6,378512669.7,389940736.1,385993309.6,396676228,414723656
27000,Minnesota,108131925.2,112239008.4,117918962.7,133094251,128771529.9,143603585.8,147625053.8,146916235.8,140074857.3,147230130.5,150838876,149916217.2,159103830,167695700.8,181583854,198439247.8,210347934.9,212578588.7,225542169.3,232049982.6,227037393.1,236548080.9,254495229,267304564.3,257532999.2,252449278.2,266598716.9,281544808.8,291776866,287185911.7,270793401,262552017.4,255285636.7,262831406.7,278634632.5,291881994.7,305062960.9,306089664.6,313629547.6,322307913.4,319971782.1,313509411.1,322946499.7,330273220,346272175.6,356109367.4,364061284.3,374796590.3,390055858.2,399988702.7,411271727.7,404412583.6,400266162.2,401739240.8,404953889.7,401488467.7,399348038.7,398489675.2,392317086.7,373670657.9,377875187,388591995.7,394417094.6,394740022,404205582.6,421043532
28000,Mississippi,42527340.72,43639861.75,44582620.43,46717826.11,47805624.02,50778398.27,52414854.34,53852581.96,55336473.81,57012842.95,59531279.63,61991614.03,64673518.13,67715346.38,69562333.41,75671334.08,79765298.84,83141334.19,87842443.67,92644694.76,95539677.33,97621145.71,102811278,113389744.2,109931821.1,108973971.3,111301512.8,117657026.2,122683936.2,122580331.3,119939424,120470607,121505338,123948363.8,134782789.8,138108933.6,143583709.2,147774981.5,149523206.3,156090141.1,157580208.4,155832588.5,162721294.7,162738831.2,170207813.9,175167261.4,183520817.4,189487583.7,203237591.6,209315498.7,219561783.9,222240646.9,224154290.3,229508212.6,235711595.9,234777114.1,240607807.6,247383023.8,249857988.2,239590031.5,245705227,254790906.3,262694802.4,261538152.9,267706627.7,277482539
29000,Missouri,16689930.69,17070256.05,17731966.24,17868827.03,17252308.83,19529413.69,19621347.78,19219371.14,20264379.41,22295651.63,22216596.32,23827564.75,24615094.45,26690747.72,27268370.04,29167018.57,30938597.12,32447038.31,34043855.07,35742073.18,37045421.12,39318551.15,43398391.07,46673280.88,46200541.13,45925942.64,49237549.18,51445709.29,53247246.8,54042474.7,51770642.45,52683494.72,52414646.75,53155045.85,55663515.45,56667275.53,57694548.39,58841164.42,60430511.48,62411228.51,62142197.87,62773195.46,65721504.65,67976108.18,71724894.66,73689481.11,75970577.12,78446393.67,81868646.87,82866223.56,84612841.98,87078423.75,87276875.31,88605532.3,91553013.31,94492841.67,95799546.17,98892769.51,99632933.89,98679897.98,99402918.5,100353090.9,102118850.9,102379334.3,103212958.1,106074837
30000,Montana,56042089.4,57635852.34,59756770.76,62924169.74,62924207.13,67633667.65,70322351.36,70034786.9,72483833.63,76221474.39,77177547.61,79008768.76,82364239.41,85301271.94,88936469.98,95189969.96,99136793.35,102301639.5,108640031.6,109042163.7,112628254.8,116451151.5,122723751,128320085.6,123678624.4,124137561.2,128539596.8,133744899.3,138440949.9,138642278,132576393.8,134196344.9,135065923.1,139628984.9,148393813.8,153390979.2,158681333.1,161320442.6,164295746.6,167821129.3,166426422.7,167012640.4,172999324.9,175741439.5,181525679.6,185550047.7,190936645.8,198275773.9,205030024.7,208917542,216220420.9,217388460.6,218650049.4,222555327.9,228154788.8,229107849.5,236356971.1,241224359.8,244165337.5,239097644.8,238788363.4,240932402.5,248214634.3,247837158.7,252782128.6,260122599
31000,Nebraska,9782114.483,9955953.781,9979989.851,10071713.4,9935655.719,10882502.9,11271308.58,11442851.8,11593387.21,11309384.26,11581907.77,11493223.85,13314743.9,13067266.17,13173443.09,13938856.9,14533136.28,14374172.72,14457968.89,15200681.66,15934952.24,16339115.11,18343363.69,20006610.31,19585863.74,19782941.1,20056932.55,20365576.21,22196300.34,21414998.51,20739485.12,21343821.51,21189825.76,21632886.64,21929741.29,21502230.7,21956065.47,21769721.44,21466968.29,22583755.8,22539678.37,23068587.92,23830321,25025324.31,25064135.13,25713848.36,26147348.36,26646921.97,28176108.38,28401111.18,29349894.94,30043419.73,30383534.65,31585118.57,32882946.85,33726358.89,35263960.64,36803872,37526876.3,36555515.81,37402140.42,38852278.8,40574531.57,40149466.21,40892005.29,42646600
32000,Nevada,20674117.62,20012603.32,21085864.12,19975695.11,21200906.32,20577090.74,20920610.49,23485702.44,23953110.25,24046848.88,25153861.52,25486287.4,27410066.41,27795262.43,28188584.72,30500566.5,31851090.62,31993044.31,32759754.17,34826302.79,35492587.14,37336597.44,40054971.43,43953767.04,41252659.81,43215203.88,42678805.59,43419895.17,46686441.75,45211338.81,42460542.78,44659851.31,45279941.36,45483188.69,48416651.1,49268001.28,49806538.29,50229606.56,51521212.75,52121749.03,52978549.42,52775893.23,54490652.6,54637988.81,56614378,58197661.18,61561902.8,61930387.53,65189561.37,66762638.42,68357359.99,69461390.45,69895794.21,73035848.21,74119864.65,74333799.46,74990227.17,78457699.03,80340741.08,78555781.77,79604644.66,85061716.42,87303363.15,87954049.31,89584879.05,91039758
33000,New Hampshire,3286904.549,3503940.82,4025702.441,4400997.346,4715898.173,5502986.417,5657369.23,5874495.867,6045770.587,6575527.608,7075373.831,7755846.253,9184039.882,10199011.91,10899165.58,11479658.8,11761851.58,12111611.28,13564816.64,14575673.64,15479928.47,16569571.71,17928260.73,19121549.33,19089060.72,19729079.21,21219998.71,23073057.39,25912032.57,26999752.38,27514175.97,28374634.87,28592650.18,29430350.92,30781155.98,32400823.05,34412630.15,36311611.55,39641401.79,42583097.35,45326262.44,47833411.83,51531187.05,54066039.72,58403789.18,62343436.89,66983554.13,71641096.59,77038364.01,81819437.84,86775664.77,89274208.93,91308635.93,96600871.84,105225407.3,114180167.9,118381616,121724928.2,117559377.4,109535106.9,108485114.4,108122189.5,112169539.7,111397868.9,115809138.7,121973291
34000,New Jersey,7144341.472,7377919.872,7679350.8,8181871.225,8485102.868,9167861.78,9585202.754,9935035.685,9844275.56,10643390.92,11048795.68,11526414.15,12214153.11,12567710.24,13341985.11,14165309.72,15099555.7,16001620.86,16981661.89,18006452.74,18168886.33,18892232.97,20238388.32,21437765.93,21261554.7,21214299.1,22675128.97,24073018.81,25797577.35,26475144.96,26676453.19,27392836.92,28413617.61,30256317.09,32810979.61,35007525.44,38037515.38,40610912.15,42913973.45,43820182.73,41755161.58,41397232.6,42147670.5,42297930.8,44098148.36,45568009.72,46877829.53,49228234.49,52599157.26,54268028.34,58524358.76,59056651.97,59381485.57,59677946.23,62143188.61,62417400.24,64778535.48,65473627.43,65007928.69,63883037.77,64835594.05,66673636.86,68946086.08,68003932.32,70103470.5,72947535
35000,New Mexico,87180409.22,92370648.11,98216902.21,104987630,106095787.5,113097959.1,121011774.2,124803131.7,120043189.2,128139755,132829475.5,138293838.9,147299370.9,152520183.9,161472992.1,170784202,179879853.1,188037607.3,198151231.6,210188173.9,215951552.1,223167242.3,235003035.9,240425032.2,235226661.1,233127806.6,238940869.9,245453647.5,253303314.2,252500906,250121063,253072187.4,257512162.1,269981402.9,286643491.7,297138362.2,312186545.8,325014451.8,342789586.8,351138353.6,349094559.6,341082588.9,356011944,356315727.8,359791433.4,372228921.6,382546037.7,398456083.5,417487814.6,427208894.4,454464925.4,457212314.6,461586063.5,463814348.7,473293240.9,476079853.6,493323171.2,502787030.6,501120377.8,486551391.5,489952436.8,499005161.7,505261277.3,500437354.2,515631614.8,535604084
36000,New York,8491856.878,9168820.324,9844398.239,10237660.81,10403495.56,11326051.91,12062326.68,13114985.65,14156287.29,15098382,15254021.76,15795835.46,16240538.26,16572089.22,17286437.32,18045187.72,18432417.06,18470337.42,19196156.67,20178820.1,21244505.67,22513091.93,24509292.9,25846511.67,26143691.44,27290895.13,28764645.55,30225905.82,32178329.46,32619396.07,32271633.55,33082780.71,34015793.18,35306894.73,36997865.52,38624065.64,39479141,39750586.34,40295881.26,41184223.01,41766854.66,42940754.48,44815606.84,46784526.47,48731902.68,50930864.6,51980580.46,53351640.66,55534141.68,55992861.94,58753537.14,61932215.55,63007323.95,63488607.65,65534176.65,68017035.48,70352717.98,72415363.61,73870365.12,72665488.89,74111535.25,75677542.2,76579262.16,74853563.58,77447969.91,80200588
37000,North Carolina,274442761.2,275324954.7,283313584.3,299485617.7,307161864,328537957.3,343995921.3,353575676.7,357608953.2,376350172,386659332.5,399910880.9,417122105.8,428713173.9,452019906.9,472204936,492721451.7,515297708.8,545720833.7,541927526.1,550790794.8,564120035.8,584691419.6,585278911.2,567676998.5,561316166.7,561810213.5,569410016.3,576766121.4,566506179.3,555673901.6,561224453,573434265.6,599319560.9,636482116.7,658335123.9,689749246.3,710398366.6,749304161.4,772871907.1,784118675.1,752857737.8,772724124.2,770538561.7,775363882.1,795701955.9,813013402.1,839253254.6,867617908.6,893551607.4,923966615.3,927267931.4,914798822.2,918868908.4,946371378.6,960839085.2,998875800,1044980879,1037020244,1016484815,1039272140,1061365329,1084328520,1074204045,1099406275,1142485112
